0 0.999997 -0.498999 -0.499999
1 0.999988 -0.499994 -0.499994
2 0.999973 -0.499987 -0.499987
3 0.999952 -0.499976 -0.499976
4 0.999925 -0.499963 -0.499963
5 0.999892 -0.499946 -0.499946
6 0.999853 -0.499927 -0.499927
7 0.999808 -0.499904 -0.499904
8 0.999757 -0.499879 -0.499879
9 0.9997 -0.49985 -0.49985
10 0.999637 -0.499819 -0.499819
11 0.999568 -0.499784 -0.499784
12 0.999494 -0.499747 -0.499747
13 0.999413 -0.499706 -0.499706
14 0.999326 -0.499663 -0.499663
15 0.999233 -0.499617 -0.499617
16 0.999135 -0.499567 -0.499567
17 0.99903 -0.499515 -0.499515
18 0.998919 -0.49946 -0.49946
19 0.998803 -0.499401 -0.499401
20 0.998681 -0.49934 -0.49934
21 0.998552 -0.499276 -0.499276
22 0.998418 -0.499209 -0.499209
23 0.998278 -0.499139 -0.499139
24 0.998132 -0.499066 -0.499066
25 0.99798 -0.49899 -0.49899
26 0.997823 -0.498911 -0.498911
27 0.997659 -0.498829 -0.49883
28 0.99749 -0.498745 -0.498745
29 0.997315 -0.498657 -0.498658
30 0.997134 -0.498566 -0.498567
31 0.996947 -0.498473 -0.498474
32 0.996754 -0.498377 -0.498377
33 0.996556 -0.498277 -0.498278
34 0.996352 -0.498175 -0.498176
35 0.996142 -0.49807 -0.498072
36 0.995926 -0.497963 -0.497964
37 0.995705 -0.497852 -0.497853
38 0.995478 -0.497738 -0.49774
39 0.995245 -0.497622 -0.497624
40 0.995007 -0.497503 -0.497504
41 0.994763 -0.49738 -0.497383
42 0.994513 -0.497255 -0.497258
43 0.994258 -0.497128 -0.49713
44 0.993997 -0.496997 -0.497
45 0.993731 -0.496864 -0.496867
46 0.993459 -0.496728 -0.496731
47 0.993181 -0.496589 -0.496592
48 0.992898 -0.496447 -0.496451
49 0.992609 -0.496302 -0.496307
50 0.992315 -0.496155 -0.49616
51 0.992015 -0.496005 -0.49601
52 0.99171 -0.495852 -0.495858
53 0.9914 -0.495697 -0.495703
54 0.991084 -0.495539 -0.495545
55 0.990762 -0.495378 -0.495385
56 0.990435 -0.495214 -0.495221
57 0.990103 -0.495048 -0.495056
58 0.989766 -0.494879 -0.494887
59 0.989423 -0.494707 -0.494716
60 0.989075 -0.494533 -0.494542
61 0.988722 -0.494356 -0.494366
62 0.988363 -0.494176 -0.494187
63 0.987999 -0.493994 -0.494005
64 0.98763 -0.493809 -0.493821
65 0.987256 -0.493621 -0.493635
66 0.986876 -0.493431 -0.493445
67 0.986492 -0.493239 -0.493253
68 0.986102 -0.493043 -0.493059
69 0.985708 -0.492845 -0.492862
70 0.985308 -0.492645 -0.492663
71 0.984903 -0.492442 -0.492461
72 0.984493 -0.492237 -0.492257
73 0.984079 -0.492029 -0.49205
74 0.983659 -0.491818 -0.491841
75 0.983235 -0.491606 -0.491629
76 0.982805 -0.49139 -0.491415
77 0.982371 -0.491173 -0.491198
78 0.981932 -0.490952 -0.49098
79 0.981488 -0.49073 -0.490758
80 0.981039 -0.490505 -0.490535
81 0.980586 -0.490277 -0.490309
82 0.980128 -0.490048 -0.490081
83 0.979666 -0.489815 -0.48985
84 0.979199 -0.489581 -0.489617
85 0.978727 -0.489344 -0.489382
86 0.978251 -0.489105 -0.489145
87 0.97777 -0.488864 -0.488906
88 0.977285 -0.488621 -0.488664
89 0.976795 -0.488375 -0.488421
90 0.976302 -0.488127 -0.488175
91 0.975804 -0.487877 -0.487927
92 0.975301 -0.487625 -0.487677
93 0.974795 -0.48737 -0.487424
94 0.974284 -0.487114 -0.48717
95 0.973769 -0.486855 -0.486914
96 0.973251 -0.486595 -0.486656
97 0.972728 -0.486332 -0.486396
98 0.972201 -0.486068 -0.486134
99 0.971671 -0.485801 -0.48587
100 0.971137 -0.484574 -0.485604
101 0.970599 -0.485262 -0.485337
